_id,service,delta,fps,pixel,timestamp,device_type,cpu,memory,consumption,gpu
667120782826b4ff2d79c826,CV,36.04745864868164,5,480,2024-06-18 13:51:52.895,Laptop,29.5,62.68253170255134,20,0
667120792826b4ff2d79c827,CV,35.718679428100586,5,480,2024-06-18 13:51:53.102,Laptop,30.2,62.68253170255134,20,0
667120792826b4ff2d79c828,CV,36.93366050720215,5,480,2024-06-18 13:51:53.309,Laptop,31.2,62.681720832768185,20,0
667120792826b4ff2d79c829,CV,33.05673599243164,5,480,2024-06-18 13:51:53.512,Laptop,28.9,62.681720832768185,20,0
667120792826b4ff2d79c82a,CV,39.73960876464844,5,480,2024-06-18 13:51:53.726,Laptop,31.3,62.65450755140915,20,0
667120792826b4ff2d79c82b,CV,42.34576225280762,5,480,2024-06-18 13:51:53.935,Laptop,32.0,62.65450755140915,20,0
6671207a2826b4ff2d79c82c,CV,41.05854034423828,5,480,2024-06-18 13:51:54.142,Laptop,33.3,62.65449526550334,21,0
6671207a2826b4ff2d79c82d,CV,39.305925369262695,5,480,2024-06-18 13:51:54.347,Laptop,32.4,62.65448297959754,21,0
6671207a2826b4ff2d79c82e,CV,69.52786445617676,5,480,2024-06-18 13:51:54.585,Laptop,38.8,62.656018717823216,21,0
6671207a2826b4ff2d79c82f,CV,39.163827896118164,5,480,2024-06-18 13:51:54.762,Laptop,36.4,62.65600643191741,21,0
6671207a2826b4ff2d79c830,CV,36.570072174072266,5,480,2024-06-18 13:51:54.966,Laptop,32.8,62.65600643191741,21,0
6671207b2826b4ff2d79c831,CV,38.70272636413574,5,480,2024-06-18 13:51:55.177,Laptop,31.7,62.680000805955416,20,0
6671207b2826b4ff2d79c832,CV,40.818214416503906,5,480,2024-06-18 13:51:55.386,Laptop,33.5,62.68153654418111,21,0
6671207b2826b4ff2d79c833,CV,34.47246551513672,5,480,2024-06-18 13:51:55.587,Laptop,33.0,62.68153654418111,21,0
6671207b2826b4ff2d79c834,CV,41.37253761291504,5,480,2024-06-18 13:51:55.800,Laptop,33.8,62.68152425827529,21,0
6671207c2826b4ff2d79c835,CV,39.59226608276367,5,480,2024-06-18 13:51:56.005,Laptop,32.8,62.68229827034104,21,0
6671207c2826b4ff2d79c836,CV,66.00046157836914,5,480,2024-06-18 13:51:56.239,Laptop,39.4,62.67997623414381,21,0
6671207c2826b4ff2d79c837,CV,39.54339027404785,5,480,2024-06-18 13:51:56.418,Laptop,36.4,62.70362660281927,21,0
6671207c2826b4ff2d79c838,CV,62.64448165893555,5,480,2024-06-18 13:51:56.650,Laptop,45.8,62.75989605140816,21,0
6671207c2826b4ff2d79c839,CV,41.04781150817871,5,480,2024-06-18 13:51:56.836,Laptop,36.6,62.75989605140816,21,0
6671207d2826b4ff2d79c83a,CV,70.50871849060059,5,480,2024-06-18 13:51:57.072,Laptop,40.7,62.69674649556822,21,0
6671207d2826b4ff2d79c83b,CV,63.696861267089844,5,480,2024-06-18 13:51:57.272,Laptop,43.3,62.69707821502497,21,0
6671207d2826b4ff2d79c83c,CV,43.18046569824219,5,480,2024-06-18 13:51:57.459,Laptop,36.2,62.69707821502497,21,0
6671207d2826b4ff2d79c83d,CV,66.46132469177246,5,480,2024-06-18 13:51:57.690,Laptop,38.9,62.68502574142985,21,0
6671207d2826b4ff2d79c83e,CV,36.94725036621094,5,480,2024-06-18 13:51:57.866,Laptop,37.0,62.68579975349559,21,0
6671207e2826b4ff2d79c83f,CV,40.7109260559082,5,480,2024-06-18 13:51:58.076,Laptop,33.0,62.68579975349559,21,0
6671207e2826b4ff2d79c840,CV,40.38548469543457,5,480,2024-06-18 13:51:58.283,Laptop,34.0,62.68579975349559,21,0
6671207e2826b4ff2d79c841,CV,36.14377975463867,5,480,2024-06-18 13:51:58.486,Laptop,32.2,62.68579975349559,21,0
6671207e2826b4ff2d79c842,CV,40.4667854309082,5,480,2024-06-18 13:51:58.698,Laptop,33.3,62.68579975349559,21,0
6671207e2826b4ff2d79c843,CV,40.452003479003906,5,480,2024-06-18 13:51:58.906,Laptop,33.0,62.68579975349559,21,0
6671207f2826b4ff2d79c844,CV,40.50874710083008,10,480,2024-06-18 13:51:59.113,Laptop,32.9,62.68579975349559,21,0
6671207f2826b4ff2d79c845,CV,37.19162940979004,10,480,2024-06-18 13:51:59.214,Laptop,59.9,62.68579975349559,22,0
6671207f2826b4ff2d79c846,CV,42.01555252075195,10,480,2024-06-18 13:51:59.323,Laptop,64.2,62.6950878982845,23,0
6671207f2826b4ff2d79c847,CV,45.02105712890625,10,480,2024-06-18 13:51:59.430,Laptop,67.1,62.6950878982845,23,0
6671207f2826b4ff2d79c848,CV,48.570871353149414,10,480,2024-06-18 13:51:59.539,Laptop,70.5,62.6887975145121,23,0
6671207f2826b4ff2d79c849,CV,51.18727684020996,10,480,2024-06-18 13:51:59.648,Laptop,73.7,62.6887975145121,23,0
6671207f2826b4ff2d79c84a,CV,57.88254737854004,10,480,2024-06-18 13:51:59.763,Laptop,75.7,62.65972906137646,24,0
6671207f2826b4ff2d79c84b,CV,59.33666229248047,10,480,2024-06-18 13:51:59.871,Laptop,76.0,62.6593850560139,24,0
6671207f2826b4ff2d79c84c,CV,71.49219512939453,10,480,2024-06-18 13:51:59.990,Laptop,77.9,62.6593850560139,24,0
667120802826b4ff2d79c84d,CV,74.38039779663086,10,480,2024-06-18 13:52:00.101,Laptop,80.4,62.660933080145384,24,0
667120802826b4ff2d79c84e,CV,76.26223564147949,10,480,2024-06-18 13:52:00.214,Laptop,79.3,62.66132622913116,24,0
667120802826b4ff2d79c84f,CV,78.09185981750488,10,480,2024-06-18 13:52:00.326,Laptop,78.1,62.66169480630532,24,0
667120802826b4ff2d79c850,CV,84.22112464904785,10,480,2024-06-18 13:52:00.441,Laptop,79.1,62.66169480630532,24,0
667120802826b4ff2d79c851,CV,77.96144485473633,10,480,2024-06-18 13:52:00.548,Laptop,78.9,62.66169480630532,24,0
667120802826b4ff2d79c852,CV,83.89616012573242,10,480,2024-06-18 13:52:00.665,Laptop,78.3,62.66169480630532,24,0
667120802826b4ff2d79c853,CV,85.90984344482422,10,480,2024-06-18 13:52:00.777,Laptop,79.2,62.66169480630532,24,0
667120802826b4ff2d79c854,CV,89.6306037902832,10,480,2024-06-18 13:52:00.891,Laptop,79.2,62.66169480630532,24,0
667120802826b4ff2d79c855,CV,76.38216018676758,10,480,2024-06-18 13:52:00.989,Laptop,82.3,62.66169480630532,24,0
667120812826b4ff2d79c856,CV,90.98577499389648,10,480,2024-06-18 13:52:01.112,Laptop,83.5,62.70852867923564,24,0
667120812826b4ff2d79c857,CV,90.42859077453613,10,480,2024-06-18 13:52:01.222,Laptop,81.8,62.71007670336712,24,0
667120812826b4ff2d79c858,CV,94.38538551330566,10,480,2024-06-18 13:52:01.336,Laptop,79.9,62.71007670336712,24,0
667120812826b4ff2d79c859,CV,95.90029716491699,10,480,2024-06-18 13:52:01.448,Laptop,78.4,62.71007670336712,24,0
667120812826b4ff2d79c85a,CV,94.58518028259277,10,480,2024-06-18 13:52:01.556,Laptop,80.7,62.71007670336712,24,0
667120812826b4ff2d79c85b,CV,94.30456161499023,10,480,2024-06-18 13:52:01.665,Laptop,79.0,62.71007670336712,24,0
667120812826b4ff2d79c85c,CV,93.15896034240723,10,480,2024-06-18 13:52:01.774,Laptop,80.5,62.71007670336712,24,0
667120812826b4ff2d79c85d,CV,95.1378345489502,10,480,2024-06-18 13:52:01.887,Laptop,79.0,62.71007670336712,24,0
667120812826b4ff2d79c85e,CV,83.14847946166992,10,480,2024-06-18 13:52:01.985,Laptop,79.4,62.71007670336712,24,0
667120822826b4ff2d79c85f,CV,75.3793716430664,10,480,2024-06-18 13:52:02.090,Laptop,80.8,62.71007670336712,24,0
667120822826b4ff2d79c860,CV,79.59151268005371,10,480,2024-06-18 13:52:02.203,Laptop,79.9,62.699228248540926,24,0
667120822826b4ff2d79c861,CV,86.69638633728027,10,480,2024-06-18 13:52:02.322,Laptop,79.5,62.699228248540926,24,0
667120822826b4ff2d79c862,CV,79.75602149963379,10,480,2024-06-18 13:52:02.425,Laptop,80.1,62.699228248540926,24,0
667120822826b4ff2d79c863,CV,76.5526294708252,10,480,2024-06-18 13:52:02.530,Laptop,78.9,62.699228248540926,24,0
667120822826b4ff2d79c864,CV,78.25684547424316,10,480,2024-06-18 13:52:02.639,Laptop,78.2,62.699228248540926,24,0
667120822826b4ff2d79c865,CV,75.10828971862793,10,480,2024-06-18 13:52:02.747,Laptop,79.4,62.683797150849294,24,0
667120822826b4ff2d79c866,CV,70.99747657775879,10,480,2024-06-18 13:52:02.851,Laptop,78.1,62.683797150849294,24,0
667120822826b4ff2d79c867,CV,69.95296478271484,10,480,2024-06-18 13:52:02.960,Laptop,77.9,62.683797150849294,24,0
667120832826b4ff2d79c868,CV,71.55323028564453,10,480,2024-06-18 13:52:03.071,Laptop,77.7,62.68534517498079,24,0
667120832826b4ff2d79c869,CV,72.01647758483887,10,480,2024-06-18 13:52:03.180,Laptop,77.9,62.68534517498079,24,0
667120832826b4ff2d79c86a,CV,70.44625282287598,10,480,2024-06-18 13:52:03.288,Laptop,77.8,62.67339098863209,24,0
667120832826b4ff2d79c86b,CV,68.28427314758301,10,480,2024-06-18 13:52:03.392,Laptop,77.2,62.6729609819289,24,0
667120832826b4ff2d79c86c,CV,68.14026832580566,10,480,2024-06-18 13:52:03.500,Laptop,79.1,62.6729609819289,24,0
667120832826b4ff2d79c86d,CV,69.37718391418457,10,480,2024-06-18 13:52:03.612,Laptop,77.0,62.6729609819289,24,0
667120832826b4ff2d79c86e,CV,68.08662414550781,10,480,2024-06-18 13:52:03.718,Laptop,79.1,62.640477046979335,24,0
667120832826b4ff2d79c86f,CV,67.10338592529297,10,480,2024-06-18 13:52:03.825,Laptop,77.4,62.625451384179286,24,0
667120832826b4ff2d79c870,CV,62.0265007019043,10,480,2024-06-18 13:52:03.927,Laptop,77.9,62.6261393949044,24,0
667120842826b4ff2d79c871,CV,63.63964080810547,10,480,2024-06-18 13:52:04.035,Laptop,77.5,62.62691340697014,24,0
667120842826b4ff2d79c872,CV,67.39377975463867,10,480,2024-06-18 13:52:04.146,Laptop,78.1,62.62691340697014,24,0
667120842826b4ff2d79c873,CV,67.43121147155762,10,480,2024-06-18 13:52:04.255,Laptop,78.0,62.62691340697014,24,0
667120842826b4ff2d79c874,CV,69.65970993041992,10,480,2024-06-18 13:52:04.365,Laptop,77.6,62.62691340697014,24,0
667120842826b4ff2d79c875,CV,74.4316577911377,10,480,2024-06-18 13:52:04.478,Laptop,77.9,62.62691340697014,24,0
667120842826b4ff2d79c876,CV,76.30181312561035,10,480,2024-06-18 13:52:04.588,Laptop,77.5,62.62691340697014,24,0
667120842826b4ff2d79c877,CV,72.38411903381348,10,480,2024-06-18 13:52:04.692,Laptop,77.1,62.62691340697014,24,0
667120842826b4ff2d79c878,CV,75.47950744628906,10,480,2024-06-18 13:52:04.804,Laptop,78.1,62.62691340697014,24,0
667120842826b4ff2d79c879,CV,72.2646713256836,10,480,2024-06-18 13:52:04.910,Laptop,77.5,62.62691340697014,24,0
667120852826b4ff2d79c87a,CV,71.89202308654785,10,480,2024-06-18 13:52:05.018,Laptop,78.0,62.62691340697014,24,0
667120852826b4ff2d79c87b,CV,73.52852821350098,10,480,2024-06-18 13:52:05.128,Laptop,77.6,62.62691340697014,24,0
667120852826b4ff2d79c87c,CV,72.1285343170166,10,480,2024-06-18 13:52:05.235,Laptop,78.8,62.626901121064336,24,0
667120852826b4ff2d79c87d,CV,72.68142700195312,10,480,2024-06-18 13:52:05.344,Laptop,77.0,62.626901121064336,24,0
667120852826b4ff2d79c87e,CV,71.80547714233398,10,480,2024-06-18 13:52:05.452,Laptop,77.9,62.626901121064336,24,0
667120852826b4ff2d79c87f,CV,72.92032241821289,10,480,2024-06-18 13:52:05.561,Laptop,78.1,62.626901121064336,24,0
667120852826b4ff2d79c880,CV,71.03991508483887,10,480,2024-06-18 13:52:05.668,Laptop,76.8,62.626901121064336,24,0
667120852826b4ff2d79c881,CV,69.96440887451172,10,480,2024-06-18 13:52:05.775,Laptop,77.1,62.626901121064336,24,0
667120852826b4ff2d79c882,CV,64.77785110473633,10,480,2024-06-18 13:52:05.877,Laptop,78.0,62.626901121064336,24,0
667120852826b4ff2d79c883,CV,66.76077842712402,10,480,2024-06-18 13:52:05.986,Laptop,77.6,62.628449145195816,24,0
667120862826b4ff2d79c884,CV,72.63517379760742,10,480,2024-06-18 13:52:06.101,Laptop,80.9,62.656313579562536,24,0
667120862826b4ff2d79c885,CV,74.37300682067871,10,480,2024-06-18 13:52:06.213,Laptop,78.2,62.65708759162829,24,0
667120862826b4ff2d79c886,CV,73.34017753601074,10,480,2024-06-18 13:52:06.320,Laptop,77.2,62.65708759162829,24,0
667120862826b4ff2d79c887,CV,74.27787780761719,10,480,2024-06-18 13:52:06.430,Laptop,81.6,62.66358683579936,24,0
667120862826b4ff2d79c888,CV,83.13274383544922,10,480,2024-06-18 13:52:06.551,Laptop,82.9,62.68439916023376,24,0
667120862826b4ff2d79c889,CV,75.19197463989258,10,480,2024-06-18 13:52:06.653,Laptop,77.1,62.68439916023376,24,0
667120862826b4ff2d79c88a,CV,78.0491828918457,10,480,2024-06-18 13:52:06.765,Laptop,78.1,62.68439916023376,24,0
667120862826b4ff2d79c88b,CV,76.06220245361328,10,480,2024-06-18 13:52:06.872,Laptop,79.3,62.68439916023376,24,0
667120862826b4ff2d79c88c,CV,73.27675819396973,10,480,2024-06-18 13:52:06.979,Laptop,78.0,62.68592261255363,24,0
667120872826b4ff2d79c88d,CV,74.23710823059082,10,480,2024-06-18 13:52:07.088,Laptop,76.9,62.68592261255363,24,0
667120872826b4ff2d79c88e,CV,67.76952743530273,10,480,2024-06-18 13:52:07.190,Laptop,78.8,62.68592261255363,24,0
667120872826b4ff2d79c88f,CV,69.10324096679688,10,480,2024-06-18 13:52:07.300,Laptop,78.5,62.68747063668513,24,0
667120872826b4ff2d79c890,CV,68.96281242370605,10,480,2024-06-18 13:52:07.409,Laptop,78.2,62.68747063668513,24,0
667120872826b4ff2d79c891,CV,69.79966163635254,10,480,2024-06-18 13:52:07.519,Laptop,77.3,62.68747063668513,24,0
667120872826b4ff2d79c892,CV,73.63605499267578,10,480,2024-06-18 13:52:07.632,Laptop,77.7,62.68747063668513,24,0
667120872826b4ff2d79c893,CV,70.53780555725098,10,480,2024-06-18 13:52:07.738,Laptop,77.2,62.68747063668513,24,0
667120872826b4ff2d79c894,CV,71.14100456237793,10,480,2024-06-18 13:52:07.848,Laptop,77.8,62.68895723128758,24,0
667120872826b4ff2d79c895,CV,69.7624683380127,10,480,2024-06-18 13:52:07.955,Laptop,76.7,62.688932659475974,24,0
